session,image_uid,image_id,cell_id,area_px,area_um2,perimeter_um,eq_diameter_nm,major_axis_nm,minor_axis_nm,aspect_ratio,solidity,eccentricity,raw_mean,raw_median,raw_sum,raw_max,raw_min,raw_std,raw_cv,raw_entropy,raw_skew,raw_kurtosis,mssr_mean,mssr_median,mssr_sum,mssr_max,mssr_min,mssr_std,mssr_cv,mssr_entropy,mssr_skew,mssr_kurtosis,raw_n_local_maxima,raw_n_local_minima,raw_frac_dark,raw_frac_bright,mssr_n_local_maxima,mssr_n_local_minima,mssr_frac_dark,mssr_frac_bright,bottle,treatment,fluorophore,int_sample,respiration_uM_O2_h,temperature_C,is_control,field_idx
260326,260326/2D-405-07,2D-405-07,2,102,0.2865187449482527,1.8973489298344457,603.9925466228896,642.0384046096007,575.308832971738,1.1159891310779524,0.9532710280373832,0.4439207022891526,892.5,882.0,91035.0,1475.0,396.0,305.4329097792797,0.342221747651854,3.316870385356872,0.1359562793577613,-1.0679300404009815,146.478608634542,66.0108413696289,14940.818080723286,949.2146606445312,0.0,197.77175569654773,1.3501750019347871,2.247943326818394,1.783932647903532,3.0878592984934983,1,3,0.0784313725490196,0.0980392156862745,1,4,0.5098039215686274,0.2352941176470588,21,INT,DAPI,2.0,0.39,14.1,False,7
260326,260326/2D-405-07,2D-405-07,3,119,0.3342718691062948,2.855116768961507,652.386513072328,878.2972510097393,528.3903783396637,1.6622128013942488,0.8321678321678322,0.7987917062893529,594.6302521008404,580.0,70761.0,974.0,421.0,126.0014033783979,0.2118987436869087,3.077384937076061,0.6445587182407758,-0.3287462779095977,86.49158549509129,62.31817626953125,10292.498673915865,552.4509887695312,0.0,105.80973333260155,1.2233529160892378,2.3502133443769706,1.9858905355141632,4.780217538590364,1,2,0.0,0.0084033613445378,2,5,0.4117647058823529,0.2521008403361344,21,INT,DAPI,2.0,0.39,14.1,False,7
260326,260326/2D-405-08,2D-405-08,1,276,0.7752860157423308,3.450977499997779,993.5415510804283,1133.7355716536772,874.9655577159989,1.2957488002306845,0.9324324324324323,0.6359205555358631,1341.195652173913,1291.0,370170.0,2422.0,673.0,441.95829270432137,0.3295255930691106,3.291926214875703,0.3553525550584263,-0.931711837174328,215.86095512258836,62.530792236328125,59577.62361383438,2387.696044921875,0.0,346.1485696071605,1.6035719355109,1.892165289795439,2.7048431046656507,9.321518209176604,1,5,0.0,0.1014492753623188,3,20,0.5471014492753623,0.217391304347826,21,INT,DAPI,2.0,0.39,14.1,False,8
260326,260326/2D-405-08,2D-405-08,2,208,0.5842735191101623,3.0580236703520267,862.5080576276574,1191.9571955546587,633.1289525396852,1.8826452190716163,0.9203539823008848,0.847266818194463,1572.4326923076924,1480.5,327066.0,3161.0,683.0,651.9655493761866,0.4146222299788018,3.276905061680952,0.4775514274929913,-0.8715574017792815,391.4497410609172,144.77613830566406,81421.54614067078,3161.0,0.0,583.1590319965649,1.489741774808874,2.1958557257107763,2.213899113970908,5.067759962996416,1,4,0.0913461538461538,0.1682692307692307,2,13,0.5480769230769231,0.2019230769230769,21,INT,DAPI,2.0,0.39,14.1,False,8
260326,260326/2D-405-08,2D-405-08,3,181,0.5084303219179779,2.820303448481094,804.5828680803478,1114.077288360838,585.4257681833861,1.903020585885537,0.9329896907216496,0.8508057119764145,1055.8839779005525,1066.0,191115.0,1620.0,675.0,236.9853085406106,0.2244425651877169,3.260223331241767,0.1855999546438527,-0.8180218130592127,171.2236251317335,92.93824005126952,30991.476148843765,1274.20263671875,0.0,239.41221522628533,1.3982428829087683,2.301549309377833,2.206283169638532,5.335990529962551,1,2,0.0,0.0220994475138121,2,9,0.4806629834254143,0.2209944751381215,21,INT,DAPI,2.0,0.39,14.1,False,8
260326,260326/2D-405-09,2D-405-09,1,208,0.5842735191101623,3.282883919087672,862.5080576276574,1323.5848399361328,592.524115169851,2.23380754647719,0.8702928870292888,0.894200776018849,1765.4278846153843,1699.5,367209.0,3303.0,849.0,611.5430587036726,0.3463993426369285,3.281614003081095,0.3526359459093223,-0.9367556891034234,326.9504997684405,130.2664337158203,68005.70395183563,3091.677490234375,0.0,498.8280212808866,1.525698910490049,2.044594846560944,2.519643753472463,7.447854497917344,1,4,0.0336538461538461,0.1057692307692307,2,12,0.5528846153846154,0.2211538461538461,21,INT,DAPI,2.0,0.39,14.1,False,9
260326,260326/2D-405-09,2D-405-09,2,50,0.1404503651707121,1.3105815730080117,422.87936696869576,517.0951889765333,347.74952934735654,1.4869759563643363,0.9433962264150944,0.740091824280692,1320.64,1310.0,66032.0,2165.0,863.0,306.5057019145361,0.232088761444857,2.9105801653250123,0.6346030637041302,-0.0578495194287675,309.6696858406067,201.65251922607425,15483.484292030334,2165.0,0.0,399.34658036371206,1.2895888704109832,2.271061118300748,2.723388292931411,9.35046956962976,1,1,0.0,0.02,1,1,0.46,0.16,21,INT,DAPI,2.0,0.39,14.1,False,9
260326,260326/2D-405-10,2D-405-10,1,103,0.2893277522516669,1.9723023460796607,606.9460730214508,742.7290788323614,502.46121226718986,1.4781819187217304,0.944954128440367,0.7364364596312629,1696.1553398058252,1661.0,174704.0,2988.0,782.0,603.091281051244,0.3555637074610663,3.322977331132352,0.229318657590914,-1.1137918991034024,348.7405389466332,206.1195068359375,35920.27551150322,2988.0,0.0,491.8234341386572,1.4102846649953693,2.120972795026506,2.418739639026452,7.95646919640507,1,2,0.058252427184466,0.1067961165048543,1,4,0.4854368932038835,0.203883495145631,21,INT,DAPI,2.0,0.39,14.1,False,10
260326,260326/2D-405-10,2D-405-10,2,94,0.2640466865209387,2.0071156665600736,579.822975514724,729.0859361892531,477.51204882108107,1.5268430147245022,0.903846153846154,0.755675526442078,1534.063829787234,1523.5,144202.0,2543.0,778.0,516.2892581029425,0.3365500496641974,3.3299529022318928,0.2549916615377476,-1.2325214654057408,274.2553942152794,89.79800796508789,25780.007056236267,1716.64404296875,0.0,407.6345645117276,1.4863319851122088,2.2045212565895875,1.9750937915369815,3.5622887788153177,1,2,0.0,0.0851063829787234,1,6,0.5851063829787234,0.202127659574468,21,INT,DAPI,2.0,0.39,14.1,False,10
260326,260326/2D-405-10,2D-405-10,3,54,0.151686394384369,1.3855349892532267,439.4691294374071,498.1397573236388,389.7824029868484,1.277994474626004,0.9152542372881356,0.6226807488336544,1327.3703703703704,1308.5,71678.0,2173.0,782.0,363.7993587750578,0.2740752444802188,3.064285915692557,0.3898390060356573,-0.7198427151403202,313.79649537580985,204.6832275390625,16945.01075029373,1641.6083984375,0.0,355.03521873846626,1.1314186868571237,2.597508692741191,2.084884228554328,5.405042063574648,1,0,0.0,0.037037037037037,1,1,0.4074074074074074,0.2037037037037037,21,INT,DAPI,2.0,0.39,14.1,False,10
260326,260326/2D-405-11,2D-405-11,1,508,1.426975710134435,5.0814427858690525,1347.9176174825016,1644.7107294782772,1127.1915796310536,1.4591226187269917,0.918625678119349,0.7282200746925057,2362.433070866142,2373.0,1200116.0,3948.0,1089.0,774.9567713647274,0.3280333233231466,3.39727364460808,0.0265900309153431,-1.221320147024351,324.60666925043574,121.84833908081056,164900.18797922134,3751.0,0.0,512.6860428530847,1.579406991350337,1.9086526322712236,2.5934731546900256,8.295255755395926,2,6,0.0511811023622047,0.0590551181102362,5,33,0.5354330708661418,0.2145669291338582,21,INT,DAPI,2.0,0.39,14.1,False,11
260326,260326/2D-405-11,2D-405-11,2,105,0.2949457668584954,2.100255831224965,612.8104224933467,705.2906286496775,539.8493430354523,1.3064582512668916,0.8974358974358975,0.6435212942588371,1685.6666666666667,1630.0,176995.0,2583.0,1096.0,375.1361718574969,0.222544693607374,3.2343366279994847,0.3860129933963942,-0.862473350315708,279.9879104023888,202.9751434326172,29398.730592250824,1582.7337646484375,0.0,325.9732858160501,1.16424057505759,2.550720006132482,1.848351721848848,3.67171366558693,1,2,0.0,0.0095238095238095,1,3,0.4285714285714285,0.219047619047619,21,INT,DAPI,2.0,0.39,14.1,False,11
260326,260326/2D-405-11,2D-405-11,3,54,0.151686394384369,1.5865585911810225,439.4691294374071,744.2053553959099,263.7816551844352,2.821293068600863,0.8571428571428571,0.9350759535059328,1349.074074074074,1299.0,72850.0,1860.0,1092.0,174.86338083393463,0.1296173310230949,2.890425234374028,0.7314468604872404,-0.0792936656749021,270.73849511808817,234.7320556640625,14619.878736376762,1305.8714599609375,0.0,259.63114629302413,0.9589738843003492,2.6242219314222552,1.4039778734951651,3.2692978427858943,1,2,0.0,0.0,1,2,0.3703703703703703,0.2592592592592592,21,INT,DAPI,2.0,0.39,14.1,False,11
260326,260326/2D-405-12,2D-405-12,1,129,0.3623619421404372,2.2774427863449107,679.2448411583556,721.0927907973191,644.6793630400307,1.1185293529436953,0.9280575539568344,0.4480049516073157,968.7674418604652,923.0,124971.0,1616.0,510.0,302.3335934761237,0.3120806711830741,3.292486860485989,0.2074750253825519,-1.1537202569087277,186.68004178723623,74.6529769897461,24081.725390553474,999.0276489257812,0.0,245.39587253405884,1.3145265566939526,2.407810871119757,1.4655686015436906,1.43199484229652,1,3,0.0,0.0620155038759689,2,5,0.5348837209302325,0.2713178294573643,21,INT,DAPI,2.0,0.39,14.1,False,12
260326,260326/2D-405-12,2D-405-12,2,130,0.3651709494438515,2.303162732615485,681.8724905877906,814.5009008192671,574.3354797480945,1.418162258017753,0.9027777777777778,0.7090701648662944,1044.4076923076923,1004.5,135773.0,1893.0,510.0,364.6092034743489,0.3491062026446005,3.2734973002554963,0.3489457460214219,-0.959713289773492,230.1372435239645,93.6773452758789,29917.841658115387,1823.1346435546875,0.0,363.7343452412114,1.5805105669623405,2.128552203277108,2.665296838445772,7.609319448268202,1,4,0.0307692307692307,0.1,1,5,0.5615384615384615,0.2,21,INT,DAPI,2.0,0.39,14.1,False,12
260326,260326/2D-405-13,2D-405-13,1,136,0.3820249932643369,2.3652561757254134,697.4305187625058,890.0016205629536,549.749174092508,1.6189230698383736,0.9315068493150684,0.7864180886589752,1689.1323529411766,1631.5,229722.0,3081.0,781.0,645.1285925080826,0.3819289775515589,3.289978396446522,0.4310331859476453,-0.9438349793074376,384.76897603098087,191.6612243652344,52328.580740213394,3081.0,0.0,534.9065846669046,1.390201960107706,2.1672061131771905,2.1473664050419536,5.31176241721213,1,2,0.0441176470588235,0.1470588235294117,2,5,0.5,0.2205882352941176,21,INT,DAPI,2.0,0.39,14.1,False,13
260326,260326/2D-405-13,2D-405-13,2,81,0.2275295915765536,1.8223955135892305,538.2375624133907,619.2059537423211,472.9868923099748,1.309139774927464,0.8901098901098901,0.6453815358443208,1302.6049382716049,1283.0,105511.0,2211.0,783.0,386.2057314117809,0.2964872311356565,3.121384613091449,0.4271834675156282,-0.8189277975481177,261.84759238914205,147.48928833007812,21209.654983520508,1507.3572998046875,0.0,310.31885412986986,1.1851124973060387,2.540656028808094,1.9144889224244075,3.97728855328204,1,2,0.0,0.0493827160493827,1,3,0.3950617283950617,0.2345679012345679,21,INT,DAPI,2.0,0.39,14.1,False,13
260326,260326/2D-405-14,2D-405-14,1,113,0.3174178252858093,2.140395926989768,635.7270855939122,724.0499530063021,580.7174718014056,1.2468196466696175,0.9112903225806452,0.5972694927862404,1305.9469026548672,1292.0,147572.0,2104.0,651.0,414.26097797135697,0.3172111952861202,3.233053957123206,0.0455585601232985,-1.3604192966357207,247.67821198860105,133.09030151367188,27987.637954711918,1900.0,0.0,345.5811452726876,1.3952827844566014,2.183395290612719,2.136478876633124,5.329459017647178,1,2,0.0088495575221238,0.0265486725663716,2,5,0.4867256637168141,0.1946902654867256,21,INT,DAPI,2.0,0.39,14.1,False,14
